nombre,clase,split,n_vertices,n_caras,t_preproceso_ms,t_muestreo_ms,t_total_ms,t_total_denso_ms,t_total_experimento_ms,t_arbol_32_ms,t_guardado_32_ms,t_denso_directo_32_ms,t_guardado_denso_32_ms,nodos_totales_32,hojas_ocupadas_32,ocup_hoja_pct_32,tam_npz_disperso_kib_32,tam_npz_denso_kib_32,factor_reduccion_almacenamiento_32,t_arbol_64_ms,t_guardado_64_ms,t_denso_directo_64_ms,t_guardado_denso_64_ms,nodos_totales_64,hojas_ocupadas_64,ocup_hoja_pct_64,tam_npz_disperso_kib_64,tam_npz_denso_kib_64,factor_reduccion_almacenamiento_64
airplane_0267,airplane,train,15075,15808,28.358,12.012,258.583,106.618,324.831,46.485,3.075,8.012,4.454,861,619,1.889,8.576,10.504,1.225,160.583,8.07,35.457,18.325,3303,2442,0.9315,29.068,42.136,1.45
airplane_0268,airplane,train,48977,52943,87.856,21.434,284.441,169.109,344.26,43.617,3.538,7.794,5.479,693,489,1.4923,6.925,8.595,1.241,121.731,6.265,28.06,18.486,2558,1865,0.7114,21.692,32.081,1.479
airplane_0270,airplane,train,51392,65572,97.082,30.428,256.092,183.488,312.07,30.204,3.075,7.853,3.946,476,303,0.9247,4.895,6.074,1.241,89.428,5.875,26.147,18.032,1865,1389,0.5299,17.153,26.384,1.538
airplane_0258,airplane,train,210489,377842,532.796,122.065,776.634,713.745,835.518,31.799,2.871,7.439,3.391,452,301,0.9186,4.826,6.014,1.246,81.837,5.266,29.591,18.463,1859,1407,0.5367,17.331,26.746,1.543
airplane_0248,airplane,train,362432,569738,838.088,178.399,1209.497,1077.36,1270.369,43.775,3.874,7.262,5.352,765,536,1.6357,7.605,9.093,1.196,138.505,6.855,29.623,18.635,2949,2184,0.8331,26.22,37.315,1.423
airplane_0275,airplane,train,29503,31875,49.877,15.966,181.543,125.176,240.876,28.315,2.813,6.202,3.473,475,322,0.9827,5.064,6.045,1.194,79.932,4.64,29.572,20.086,1660,1185,0.452,15.23,23.81,1.563
airplane_0273,airplane,train,57733,63384,111.561,23.396,292.55,205.509,363.102,37.783,3.079,7.443,3.784,736,531,1.6205,7.542,9.076,1.203,109.416,7.315,34.389,24.936,2537,1801,0.687,22.701,33.09,1.458
airplane_0271,airplane,train,54063,61036,99.854,25.18,376.989,194.834,446.789,63.744,4.293,7.406,3.495,1085,814,2.4841,10.786,13.039,1.209,172.75,11.168,33.862,25.037,4574,3489,1.3309,40.219,55.484,1.38
airplane_0272,airplane,train,127397,135222,230.881,46.32,489.345,337.453,549.597,32.025,3.212,7.281,4.132,804,586,1.7883,8.172,9.965,1.219,168.073,8.834,28.734,20.105,2987,2183,0.8327,26.914,38.591,1.434
airplane_0279,airplane,train,30027,34520,47.378,17.909,245.209,127.341,307.263,48.586,4.036,8.347,4.301,683,484,1.4771,6.839,8.415,1.23,120.39,6.91,28.945,20.461,2441,1758,0.6706,20.17,30.397,1.507
airplane_0277,airplane,train,55742,63030,100.143,28.66,326.545,187.899,385.641,54.487,5.471,7.33,5.054,730,522,1.593,7.448,9.209,1.236,129.472,8.312,29.909,16.803,2689,1959,0.7473,24.438,36.664,1.5
airplane_0278,airplane,train,41955,54200,77.0,27.358,312.978,213.917,422.537,63.231,5.139,7.516,4.331,803,575,1.7548,8.079,9.75,1.207,132.563,7.687,78.194,19.518,2960,2157,0.8228,26.278,38.444,1.463
airplane_0282,airplane,train,5290,4987,11.818,8.251,260.107,86.533,326.572,56.158,3.429,6.744,3.892,793,563,1.7181,7.352,9.201,1.252,171.759,8.693,31.005,24.824,3219,2426,0.9254,22.437,34.87,1.554
airplane_0280,airplane,train,66566,79969,130.01,30.651,307.276,229.193,375.808,30.23,3.839,7.881,4.039,556,386,1.178,5.827,7.015,1.204,105.42,7.126,38.3,18.312,1938,1382,0.5272,17.09,26.174,1.532
airplane_0276,airplane,train,70496,98954,142.996,43.519,479.408,250.69,543.584,77.923,5.832,7.992,3.783,1023,726,2.2156,9.701,11.915,1.228,197.704,11.435,32.975,19.426,4065,3042,1.1604,32.093,48.14,1.5
airplane_0274,airplane,train,140626,234032,341.052,85.338,654.538,488.863,717.011,45.212,3.491,7.316,3.403,743,519,1.5839,7.208,8.65,1.2,171.444,8.001,32.658,19.096,2661,1918,0.7317,22.27,32.371,1.454
airplane_0281,airplane,train,53585,58553,94.65,20.963,303.233,176.962,364.581,37.305,3.159,7.194,6.472,767,536,1.6357,7.533,9.102,1.208,139.206,7.949,29.48,18.202,2687,1920,0.7324,22.337,32.839,1.47
airplane_0269,airplane,train,298867,341200,567.118,103.499,849.26,725.821,904.465,33.777,3.227,5.955,3.682,609,439,1.3397,6.356,7.754,1.22,134.491,7.149,27.586,17.982,2390,1781,0.6794,21.129,31.025,1.468
airplane_0284,airplane,train,19055,23943,41.364,14.09,219.576,114.694,278.817,41.004,2.797,6.528,5.049,644,464,1.416,6.035,7.459,1.236,115.848,4.474,29.219,18.445,2682,2038,0.7774,21.496,32.627,1.518
airplane_0288,airplane,train,18992,19960,31.955,11.463,163.989,101.477,222.048,26.535,2.631,7.033,3.342,498,344,1.0498,5.24,6.312,1.205,86.154,5.251,30.174,17.51,1840,1342,0.5119,16.46,25.292,1.537
airplane_0283,airplane,train,44246,14841,67.98,11.522,340.817,137.523,398.838,82.025,4.234,6.062,3.826,1016,742,2.2644,9.988,12.022,1.204,165.344,9.712,29.376,18.757,4079,3063,1.1684,36.284,50.683,1.397
airplane_0285,airplane,train,51574,61106,136.837,23.145,343.758,215.501,399.277,42.06,2.988,6.613,3.532,900,655,1.9989,8.964,10.782,1.203,129.992,8.736,27.719,17.655,3568,2668,1.0178,30.981,43.923,1.418
airplane_0287,airplane,train,66000,79053,112.114,27.153,290.086,192.823,343.642,37.924,3.089,6.577,3.575,662,464,1.416,6.539,7.945,1.215,103.468,6.338,26.797,16.607,2513,1851,0.7061,21.356,31.94,1.496
airplane_0290,airplane,train,50262,55656,83.659,19.685,304.44,158.318,359.414,45.952,4.097,6.71,3.995,908,656,2.002,8.987,11.223,1.249,142.44,8.607,26.194,18.075,3488,2580,0.9842,30.205,43.909,1.454
airplane_0291,airplane,train,75314,78203,120.305,31.142,305.818,203.222,357.593,37.362,3.187,6.558,3.762,733,532,1.6235,7.577,9.263,1.222,109.599,4.223,25.015,16.44,2750,2017,0.7694,24.794,36.551,1.474
airplane_0292,airplane,train,71689,74521,115.192,30.741,313.148,199.32,366.534,37.269,3.139,5.606,3.744,755,545,1.6632,7.402,8.897,1.202,119.556,7.25,27.021,17.015,2811,2056,0.7843,23.257,33.995,1.462
airplane_0286,airplane,train,101938,125094,190.41,45.139,395.626,286.452,446.529,37.749,2.585,6.623,3.734,799,565,1.7242,7.977,9.761,1.224,111.852,7.891,24.022,16.524,3009,2210,0.843,27.498,39.758,1.446
airplane_0299,airplane,train,4704,5057,8.482,5.699,39.744,63.512,89.075,9.819,1.433,6.6,3.408,49,16,0.0488,1.257,1.259,1.002,12.544,1.767,22.706,16.617,83,34,0.013,1.531,5.081,3.318
airplane_0294,airplane,train,6743,5390,9.946,6.693,207.492,67.285,258.138,42.986,4.053,6.688,3.557,965,704,2.1484,8.049,9.465,1.176,137.112,6.702,23.094,17.307,3814,2849,1.0868,20.349,30.391,1.493
airplane_0293,airplane,train,65436,74711,107.674,27.941,298.2,194.151,356.736,39.65,2.895,6.613,3.934,765,555,1.6937,7.725,9.685,1.254,112.734,7.306,30.09,17.899,2952,2187,0.8343,25.823,38.508,1.491
airplane_0295,airplane,train,43055,50826,77.977,22.112,263.734,154.753,318.398,34.184,2.621,6.561,3.258,799,564,1.7212,7.976,9.894,1.24,118.334,8.506,27.43,17.415,2916,2117,0.8076,26.329,38.329,1.456
airplane_0297,airplane,train,15094,17854,26.455,9.805,169.61,92.204,225.554,34.367,3.456,6.598,3.617,612,443,1.3519,6.347,7.801,1.229,89.478,6.049,27.705,18.024,2298,1686,0.6432,19.229,29.422,1.53
airplane_0300,airplane,train,11778,15292,21.144,8.873,221.928,85.673,277.584,36.074,3.57,6.977,4.242,865,652,1.9897,8.539,10.441,1.223,142.913,9.354,27.057,17.38,3770,2905,1.1082,27.671,41.423,1.497
airplane_0302,airplane,train,50612,54245,75.117,25.203,231.216,154.621,285.517,40.932,3.418,7.179,4.306,531,358,1.0925,5.451,6.669,1.223,81.014,5.532,25.75,17.066,1877,1346,0.5135,16.227,25.193,1.553
airplane_0289,airplane,train,217279,334148,437.328,89.474,725.134,585.974,784.306,35.892,5.22,8.096,5.291,808,570,1.7395,8.031,9.912,1.234,151.065,6.155,28.328,17.457,3131,2323,0.8862,28.534,41.175,1.443
airplane_0305,airplane,train,12700,13048,16.73,9.522,174.681,81.707,230.136,42.359,3.778,7.476,3.658,590,417,1.2726,5.848,7.223,1.235,96.573,5.719,27.446,16.875,2362,1772,0.676,16.498,25.619,1.553
airplane_0303,airplane,train,54603,54684,91.597,23.156,262.302,170.651,318.2,41.143,4.484,7.521,3.743,734,523,1.5961,7.362,9.123,1.239,94.788,7.134,27.129,17.505,2789,2055,0.7839,22.107,34.472,1.559
airplane_0304,airplane,train,65535,71196,96.298,28.409,267.872,180.189,323.354,41.93,3.159,6.798,3.372,613,425,1.297,6.217,7.642,1.229,91.784,6.292,28.649,16.663,2124,1511,0.5764,18.171,28.399,1.563
airplane_0298,airplane,train,66559,93858,112.182,29.508,413.681,201.494,473.485,54.061,5.928,7.343,5.605,1211,898,2.7405,11.945,14.519,1.215,201.106,10.896,28.215,18.641,4790,3579,1.3653,43.088,60.486,1.404
airplane_0306,airplane,train,81263,85807,120.277,28.987,317.332,202.797,370.866,42.814,3.011,6.627,3.607,841,601,1.8341,8.356,10.318,1.235,115.634,6.61,25.83,17.47,3054,2213,0.8442,27.062,39.321,1.453
airplane_0296,airplane,train,278778,278626,435.997,77.005,621.497,565.706,674.201,26.508,2.677,5.972,2.716,532,377,1.1505,5.65,6.93,1.226,73.065,6.245,25.981,18.035,2115,1583,0.6039,18.608,28.254,1.518
airplane_0311,airplane,train,3803,6038,6.325,7.235,103.83,63.471,153.742,22.21,2.396,5.767,3.223,414,255,0.7782,4.349,5.437,1.25,61.553,4.112,24.988,15.934,1361,947,0.3613,12.442,20.565,1.653
airplane_0301,airplane,train,137090,230958,274.14,65.774,492.544,395.09,547.72,34.693,3.016,7.526,3.593,701,490,1.4954,6.892,8.315,1.207,109.059,5.862,26.655,17.402,2622,1921,0.7328,22.584,32.729,1.449
airplane_0307,airplane,train,26847,30403,48.284,13.708,254.832,117.089,309.929,41.517,3.199,6.068,3.427,952,695,2.121,9.508,11.857,1.247,136.776,11.348,26.955,18.647,3658,2706,1.0323,32.37,47.436,1.465
airplane_0310,airplane,train,21867,22599,32.642,12.283,183.202,101.574,239.85,32.6,3.361,6.7,3.367,675,458,1.3977,6.706,8.228,1.227,95.718,6.597,29.165,17.416,2588,1913,0.7298,21.288,32.118,1.509
