nombre,clase,split,n_vertices,n_caras,t_preproceso_ms,t_muestreo_ms,t_total_ms,t_total_denso_ms,t_total_experimento_ms,t_arbol_32_ms,t_guardado_32_ms,t_denso_directo_32_ms,t_guardado_denso_32_ms,nodos_totales_32,hojas_ocupadas_32,ocup_hoja_pct_32,tam_npz_disperso_kib_32,tam_npz_denso_kib_32,factor_reduccion_almacenamiento_32,t_arbol_64_ms,t_guardado_64_ms,t_denso_directo_64_ms,t_guardado_denso_64_ms,nodos_totales_64,hojas_ocupadas_64,ocup_hoja_pct_64,tam_npz_disperso_kib_64,tam_npz_denso_kib_64,factor_reduccion_almacenamiento_64
airplane_0463,airplane,train,41551,51959,79.912,25.334,346.232,167.456,408.441,62.642,4.452,7.013,4.881,1005,739,2.2552,9.995,12.256,1.226,167.115,6.776,30.037,20.278,3814,2809,1.0715,34.481,49.579,1.438
airplane_0467,airplane,train,76930,66528,126.621,29.471,302.763,211.362,358.033,38.698,2.967,7.919,3.902,616,443,1.3519,6.22,7.576,1.218,96.361,8.645,25.202,18.247,2374,1758,0.6706,20.381,30.45,1.494
airplane_0464,airplane,train,56898,73085,110.079,32.785,328.988,203.552,389.676,44.148,3.714,7.124,4.375,779,562,1.7151,7.921,9.83,1.241,130.546,7.716,29.92,19.269,2859,2080,0.7935,25.383,37.046,1.459
airplane_0468,airplane,train,55629,56279,99.864,25.044,288.635,184.093,347.82,42.474,2.681,5.829,4.214,766,556,1.6968,7.741,9.541,1.232,110.523,8.049,30.276,18.866,2873,2107,0.8038,23.294,35.607,1.529
airplane_0470,airplane,train,44695,57764,85.375,21.905,305.491,164.503,362.714,38.342,3.657,5.916,3.767,811,567,1.7303,7.755,9.234,1.191,149.915,6.297,29.692,17.848,2980,2169,0.8274,25.23,36.386,1.442
airplane_0471,airplane,train,48286,53221,74.472,21.719,279.317,167.984,351.11,36.207,2.695,6.05,3.613,733,518,1.5808,7.427,9.34,1.258,138.128,6.096,31.658,30.472,2813,2080,0.7935,25.612,38.263,1.494
airplane_0473,airplane,train,42202,45731,70.257,18.262,280.548,160.365,352.394,40.322,2.817,7.215,3.786,787,575,1.7548,7.844,9.654,1.231,140.963,7.927,38.673,22.172,2871,2084,0.795,24.715,36.019,1.457
airplane_0477,airplane,train,51401,43974,69.807,39.279,233.495,195.465,319.874,27.441,3.379,6.392,4.254,425,265,0.8087,4.144,5.063,1.222,88.275,5.314,47.457,28.276,1749,1324,0.5051,15.277,23.408,1.532
airplane_0469,airplane,train,124007,208484,284.401,60.383,558.017,444.473,657.705,55.544,3.335,7.745,3.308,689,493,1.5045,6.958,8.251,1.186,142.729,11.624,58.229,30.406,2556,1867,0.7122,22.09,32.112,1.454
airplane_0478,airplane,train,57350,31408,76.505,16.255,307.761,160.223,375.225,28.007,3.145,7.839,4.229,562,393,1.1993,5.801,7.307,1.26,171.406,12.444,36.749,18.647,2185,1623,0.6191,18.74,29.049,1.55
airplane_0472,airplane,train,105794,150490,220.255,46.798,512.703,326.344,571.995,39.169,4.529,7.348,5.06,624,437,1.3336,6.438,7.896,1.226,195.607,6.346,28.623,18.261,2332,1708,0.6516,21.279,31.558,1.483
airplane_0474,airplane,train,93396,111223,178.794,38.224,463.466,296.407,542.855,63.533,4.111,20.863,12.116,754,530,1.6174,7.519,9.348,1.243,172.065,6.739,27.417,18.993,2671,1917,0.7313,23.237,34.51,1.485
airplane_0476,airplane,train,79157,84405,149.581,28.485,481.824,239.378,543.135,61.149,3.883,8.436,5.327,1018,754,2.301,9.987,11.844,1.186,227.455,11.27,28.222,19.326,4238,3220,1.2283,34.434,48.099,1.397
airplane_0479,airplane,train,22158,24152,54.73,14.814,314.022,138.529,383.006,79.223,4.689,17.756,6.18,630,437,1.3336,6.394,7.672,1.2,154.31,6.255,27.038,18.01,2223,1593,0.6077,19.151,28.604,1.494
airplane_0481,airplane,train,29641,36458,98.578,24.022,326.631,179.779,383.81,46.718,3.037,6.785,4.336,665,462,1.4099,6.649,8.197,1.233,148.833,5.443,28.872,17.186,2586,1921,0.7328,22.883,33.959,1.484
airplane_0482,airplane,train,28794,30684,90.803,14.835,286.353,161.605,342.32,43.29,3.859,7.172,3.913,839,603,1.8402,8.336,10.104,1.212,126.775,6.791,27.101,17.781,3151,2312,0.882,25.354,36.906,1.456
airplane_0485,airplane,train,48420,54925,77.392,21.867,232.789,156.618,290.148,26.168,2.6,5.448,3.96,425,272,0.8301,4.509,5.526,1.226,100.447,4.315,29.671,18.28,1547,1122,0.428,14.474,23.151,1.6
airplane_0480,airplane,train,98816,126732,258.134,43.087,482.462,361.428,542.67,42.287,2.562,6.302,3.641,794,569,1.7365,8.028,9.814,1.222,128.818,7.575,30.22,20.045,3111,2317,0.8839,28.778,41.549,1.444
airplane_0484,airplane,train,69352,74318,115.397,29.13,298.9,205.862,360.235,35.311,3.516,6.726,3.656,665,465,1.4191,6.79,8.186,1.206,109.537,6.009,29.623,21.33,2314,1649,0.629,20.846,30.996,1.487
airplane_0487,airplane,train,26508,33282,44.616,16.207,205.226,124.127,268.531,35.87,2.919,7.144,3.942,668,479,1.4618,6.823,8.375,1.227,99.227,6.388,29.993,22.226,2503,1835,0.7,21.555,31.686,1.47
airplane_0488,airplane,train,27198,31385,47.557,16.032,218.781,129.154,284.346,31.754,3.046,6.616,3.989,713,506,1.5442,7.213,8.737,1.211,111.02,9.372,32.531,22.429,2555,1842,0.7027,21.638,32.13,1.485
airplane_0483,airplane,train,234333,211886,389.347,72.864,682.786,520.239,740.814,53.762,3.748,7.863,4.346,646,459,1.4008,6.689,8.156,1.219,156.027,7.038,27.351,18.468,2610,1964,0.7492,23.988,34.711,1.447
airplane_0489,airplane,train,57438,70133,101.38,29.088,389.739,196.781,456.052,60.799,5.302,11.377,4.971,808,592,1.8066,7.979,9.744,1.221,185.205,7.965,31.034,18.931,2947,2139,0.816,25.425,36.731,1.445
airplane_0490,airplane,train,126794,113879,206.316,51.617,425.084,319.808,486.96,50.552,3.361,7.807,5.15,572,397,1.2115,5.767,7.006,1.215,107.077,6.162,28.952,19.967,2264,1692,0.6454,18.216,27.938,1.534
