nombre,clase,split,n_vertices,n_caras,t_preproceso_ms,t_muestreo_ms,t_total_ms,t_arbol_32_ms,t_guardado_32_ms,t_guardado_denso_32_ms,nodos_totales_32,hojas_ocupadas_32,ocup_hoja_pct_32,tam_npz_disperso_kib_32,tam_npz_denso_kib_32,factor_reduccion_almacenamiento_32,t_arbol_64_ms,t_guardado_64_ms,t_guardado_denso_64_ms,nodos_totales_64,hojas_ocupadas_64,ocup_hoja_pct_64,tam_npz_disperso_kib_64,tam_npz_denso_kib_64,factor_reduccion_almacenamiento_64
airplane_0143,airplane,train,19054,22700,42.653,11.486,217.218,32.765,2.847,3.053,851,629,1.9196,8.622,10.712,1.242,118.306,9.161,16.596,3346,2495,0.9518,28.854,42.643,1.478
airplane_0127,airplane,train,334406,463997,770.168,132.207,1084.195,41.296,3.732,3.323,982,694,2.1179,9.38,11.113,1.185,128.949,7.844,16.829,3700,2718,1.0368,32.253,45.163,1.4
airplane_0141,airplane,train,101648,118950,195.037,34.004,406.036,38.745,3.292,3.703,820,593,1.8097,8.239,10.251,1.244,126.653,8.305,17.989,3516,2696,1.0284,31.263,44.92,1.437
airplane_0146,airplane,train,62086,72457,118.541,29.237,294.584,33.88,2.703,2.741,767,533,1.6266,7.568,9.244,1.221,104.413,5.81,15.611,2710,1943,0.7412,23.919,35.075,1.466
airplane_0147,airplane,train,14937,19548,42.026,10.423,238.826,41.1,2.763,2.812,924,688,2.0996,9.374,11.111,1.185,134.116,8.398,16.478,3918,2994,1.1421,35.414,48.847,1.379
airplane_0148,airplane,train,33402,37590,60.085,15.57,204.054,25.744,2.943,2.927,791,582,1.7761,7.772,9.515,1.224,93.08,6.633,20.244,2924,2133,0.8137,22.852,33.88,1.483
airplane_0150,airplane,train,8475,9198,35.685,8.286,172.553,30.008,2.311,2.362,619,462,1.4099,5.873,7.112,1.211,90.679,5.584,18.965,2532,1913,0.7298,16.822,26.58,1.58
airplane_0151,airplane,train,1333,1401,12.491,4.074,168.13,38.44,2.664,3.271,857,614,1.8738,7.187,8.673,1.207,103.308,7.153,17.037,3057,2200,0.8392,17.472,29.221,1.672
airplane_0145,airplane,train,138751,151628,240.868,46.572,447.121,41.265,3.129,3.006,812,579,1.767,8.137,9.994,1.228,107.656,7.63,17.277,3055,2243,0.8556,27.51,39.616,1.44
airplane_0149,airplane,train,63182,65445,104.77,24.334,292.451,34.749,2.784,2.827,794,582,1.7761,7.982,9.896,1.24,116.072,9.742,18.489,2967,2173,0.8289,25.777,37.778,1.466
airplane_0152,airplane,train,37201,39965,56.791,17.067,218.413,29.254,2.662,3.419,648,469,1.4313,6.727,8.38,1.246,108.088,4.551,16.106,2288,1640,0.6256,19.783,30.462,1.54
airplane_0156,airplane,train,9088,14458,33.389,7.357,151.665,35.066,2.598,3.492,433,288,0.8789,4.587,5.868,1.279,67.099,6.155,17.596,1680,1247,0.4757,14.812,24.946,1.684
airplane_0154,airplane,train,24256,25284,52.998,12.501,207.885,38.395,2.825,2.916,589,424,1.2939,6.151,7.409,1.204,94.221,6.946,16.543,2218,1629,0.6214,19.198,28.559,1.488
airplane_0153,airplane,train,40791,45008,70.11,18.378,242.608,40.514,2.97,3.042,640,448,1.3672,6.434,7.77,1.208,103.868,6.769,17.139,2343,1703,0.6496,19.92,29.437,1.478
airplane_0158,airplane,train,19206,17780,38.103,7.316,123.126,21.889,2.575,3.127,274,181,0.5524,3.353,4.064,1.212,49.348,3.896,15.812,1017,743,0.2834,10.044,17.2,1.712
airplane_0155,airplane,train,34464,40880,77.963,22.901,257.356,36.036,3.365,2.927,697,478,1.4587,7.005,8.513,1.215,109.988,7.102,17.16,2514,1817,0.6931,21.663,31.773,1.467
airplane_0157,airplane,train,60516,99870,156.893,37.274,280.52,22.896,2.367,3.135,369,230,0.7019,4.022,4.946,1.23,55.139,5.951,17.18,1150,781,0.2979,10.664,17.706,1.66
airplane_0161,airplane,train,11415,17304,41.028,10.73,198.937,31.774,2.954,3.089,646,465,1.4191,6.713,8.163,1.216,103.561,8.891,18.72,2542,1896,0.7233,23.135,33.462,1.446
airplane_0160,airplane,train,10456,10243,34.508,7.067,243.543,41.879,3.179,3.194,778,561,1.712,7.814,9.697,1.241,146.092,10.818,19.348,3189,2411,0.9197,26.787,39.307,1.467
airplane_0159,airplane,train,25811,27297,59.237,13.36,297.561,49.388,3.595,3.021,1075,778,2.3743,8.736,10.342,1.184,163.385,8.596,16.952,4150,3075,1.173,24.675,36.051,1.461
airplane_0162,airplane,train,54297,52844,95.817,21.828,269.604,29.216,3.368,3.425,664,464,1.416,6.576,8.026,1.221,111.52,7.855,16.3,2435,1771,0.6756,20.162,30.353,1.505
airplane_0164,airplane,train,57338,61966,111.992,26.332,280.522,39.17,3.193,4.716,627,433,1.3214,6.351,7.744,1.219,94.804,5.031,17.786,2329,1702,0.6493,20.132,30.133,1.497
airplane_0165,airplane,train,19954,26575,49.971,13.192,287.586,56.849,3.328,3.177,1064,760,2.3193,9.727,11.555,1.188,158.347,5.9,15.071,4025,2961,1.1295,29.062,43.079,1.482
airplane_0166,airplane,train,66808,70011,114.406,27.211,252.942,32.479,2.791,2.545,724,502,1.532,7.235,8.964,1.239,71.331,4.724,16.005,2575,1851,0.7061,23.204,34.186,1.473
airplane_0144,airplane,train,470386,540986,830.22,165.117,1158.023,39.997,3.095,3.837,840,591,1.8036,8.321,10.262,1.233,114.243,5.351,15.616,3006,2166,0.8263,26.271,38.366,1.46
airplane_0168,airplane,train,22902,29982,53.984,15.273,220.155,37.255,2.58,2.621,565,406,1.239,5.994,7.494,1.25,104.376,6.687,16.201,2373,1808,0.6897,21.437,32.721,1.526
airplane_0163,airplane,train,198342,198305,307.644,66.252,489.411,26.186,2.044,2.748,615,431,1.3153,6.303,7.64,1.212,82.445,4.84,16.923,2192,1577,0.6016,19.326,29.0,1.501
airplane_0167,airplane,train,53233,60031,99.222,28.34,285.049,42.858,2.628,3.626,792,578,1.7639,7.67,9.34,1.218,103.92,8.081,14.843,3169,2377,0.9068,25.755,37.119,1.441
airplane_0050,airplane,train,2286376,2583632,4159.055,728.095,5049.646,34.56,2.496,3.156,788,578,1.7639,7.899,9.475,1.199,119.667,5.773,16.232,3326,2538,0.9682,28.559,40.483,1.418
airplane_0169,airplane,train,1107,1253,17.888,5.642,220.862,51.7,3.087,3.458,958,678,2.0691,8.607,10.334,1.201,135.688,6.857,16.681,3669,2711,1.0342,23.206,33.979,1.464
airplane_0170,airplane,train,89687,109759,160.049,32.32,341.683,34.216,2.256,3.327,697,499,1.5228,7.13,8.672,1.216,108.875,3.967,15.013,2510,1813,0.6916,22.49,33.043,1.469
airplane_0177,airplane,train,15700,20598,37.285,12.646,156.734,29.413,2.804,2.933,716,512,1.5625,7.217,8.573,1.188,70.152,4.435,17.531,2565,1849,0.7053,21.372,31.256,1.462
airplane_0171,airplane,train,51604,58864,82.808,20.365,273.771,38.11,3.128,2.852,814,592,1.8066,8.252,10.1,1.224,121.41,7.949,19.293,3213,2399,0.9151,28.794,42.529,1.477
airplane_0174,airplane,train,59833,63735,88.508,18.56,214.077,32.045,2.742,2.524,614,426,1.3,6.261,7.663,1.224,67.504,4.718,14.885,2199,1585,0.6046,18.744,28.296,1.51
airplane_0175,airplane,train,33135,38546,65.2,14.221,195.234,19.561,2.32,3.033,595,432,1.3184,6.026,7.241,1.202,89.32,4.612,15.591,2152,1557,0.5939,17.838,27.055,1.517
airplane_0173,airplane,train,60680,60162,90.123,16.825,244.404,37.138,2.034,2.398,803,583,1.7792,8.082,10.168,1.258,91.153,7.131,15.769,2976,2173,0.8289,24.335,37.344,1.535
airplane_0176,airplane,train,39181,48231,63.463,17.296,214.135,36.645,3.247,2.675,792,557,1.6998,7.862,9.682,1.231,85.302,8.182,15.964,2856,2064,0.7874,25.36,36.944,1.457
airplane_0180,airplane,train,31859,33418,47.427,13.865,188.81,42.921,4.025,3.533,650,463,1.413,6.721,8.121,1.208,76.544,4.028,17.157,2446,1796,0.6851,22.238,32.512,1.462
airplane_0181,airplane,train,22851,23815,48.773,11.424,186.976,38.396,3.282,3.048,531,368,1.123,5.431,6.57,1.21,80.157,4.944,15.867,2026,1495,0.5703,17.487,26.346,1.507
airplane_0178,airplane,train,112146,135828,170.957,41.375,368.263,29.357,2.507,4.307,785,551,1.6815,7.863,9.573,1.217,118.033,6.035,16.397,2893,2108,0.8041,26.452,38.494,1.455
airplane_0184,airplane,train,23374,31284,53.618,18.387,170.767,28.837,2.454,2.329,505,351,1.0712,5.352,6.712,1.254,63.568,3.903,15.279,2120,1615,0.6161,19.285,29.367,1.523
airplane_0183,airplane,train,28981,33441,52.444,20.001,207.783,37.037,2.373,2.541,611,428,1.3062,6.292,7.8,1.24,89.703,6.225,17.455,2265,1654,0.631,19.036,28.898,1.518
airplane_0185,airplane,train,51589,57563,77.806,18.538,223.767,23.459,2.464,2.771,700,497,1.5167,7.138,8.854,1.24,94.043,7.457,15.294,2597,1897,0.7236,23.028,33.681,1.463
airplane_0182,airplane,train,61407,64134,105.345,22.894,269.21,29.608,3.036,3.137,758,547,1.6693,7.458,9.043,1.213,102.378,5.949,14.965,2804,2046,0.7805,22.499,33.334,1.482
airplane_0179,airplane,train,62550,59187,89.128,29.817,324.145,49.131,3.791,3.589,1089,788,2.4048,10.584,12.709,1.201,143.334,8.944,15.776,4096,3007,1.1471,36.523,51.558,1.412
airplane_0187,airplane,train,22296,24900,48.19,13.538,219.53,34.762,2.406,3.178,714,517,1.5778,7.352,9.27,1.261,110.299,10.335,16.416,2880,2166,0.8263,25.826,38.69,1.498
airplane_0186,airplane,train,60613,69749,89.654,23.426,245.073,27.978,2.717,2.747,617,430,1.3123,6.378,7.66,1.201,94.985,6.312,16.827,2327,1710,0.6523,21.323,31.37,1.471
airplane_0192,airplane,train,7283,6548,20.422,6.422,169.071,32.409,2.605,3.009,690,489,1.4923,6.512,7.834,1.203,100.269,6.943,16.985,2614,1924,0.7339,18.472,28.56,1.546
airplane_0189,airplane,train,48994,63570,96.941,21.946,275.331,28.465,2.326,2.885,754,536,1.6357,7.48,9.131,1.221,116.627,9.025,17.097,2861,2107,0.8038,24.463,35.375,1.446
airplane_0193,airplane,train,2510,2974,19.054,4.045,243.223,40.512,3.287,2.918,916,671,2.0477,8.847,10.544,1.192,167.025,9.3,17.21,4118,3202,1.2215,27.816,41.25,1.483
airplane_0191,airplane,train,78408,80537,132.047,30.945,313.071,40.227,2.721,3.469,710,505,1.5411,7.177,8.896,1.24,100.001,7.13,17.346,2593,1883,0.7183,22.316,33.614,1.506
airplane_0130,airplane,train,1393755,1437179,2271.362,360.633,2777.149,31.867,3.089,3.08,681,484,1.4771,6.986,8.46,1.211,104.467,5.731,16.516,2745,2064,0.7874,25.281,36.224,1.433
airplane_0194,airplane,train,9077,7104,30.352,7.443,218.648,44.551,4.541,3.171,778,563,1.7181,6.21,7.624,1.228,125.088,6.673,17.867,3288,2510,0.9575,14.187,23.836,1.68
airplane_0188,airplane,train,206728,165770,281.297,54.648,493.859,38.778,2.374,3.304,725,518,1.5808,7.385,9.014,1.221,110.024,6.737,15.81,2881,2156,0.8224,26.187,38.494,1.47
airplane_0197,airplane,train,12407,5171,48.51,7.487,203.061,37.804,3.047,3.699,692,483,1.474,6.954,8.416,1.21,100.891,5.322,16.005,2552,1860,0.7095,22.007,32.698,1.486
airplane_0172,airplane,train,400919,612574,738.185,173.363,996.471,20.741,2.655,3.023,394,243,0.7416,4.138,5.086,1.229,58.086,3.441,14.314,1435,1041,0.3971,12.922,21.078,1.631
airplane_0190,airplane,train,226933,230566,324.082,66.938,507.006,24.855,2.731,2.996,572,394,1.2024,5.696,7.005,1.23,83.007,5.394,15.242,2016,1444,0.5508,16.559,26.438,1.597
airplane_0195,airplane,train,75588,68257,117.019,25.218,302.767,37.997,3.147,2.893,785,567,1.7303,7.162,8.711,1.216,113.962,5.424,16.007,2972,2187,0.8343,20.133,31.188,1.549
airplane_0199,airplane,train,48723,55049,84.529,21.165,236.734,34.054,3.212,2.983,624,442,1.3489,6.433,7.897,1.228,89.261,4.513,16.314,2334,1710,0.6523,20.736,30.404,1.466
airplane_0198,airplane,train,43905,51750,95.385,22.316,264.333,34.52,2.683,2.619,784,561,1.712,7.863,9.603,1.221,103.063,6.366,15.643,2848,2064,0.7874,24.375,35.462,1.455
airplane_0196,airplane,train,108813,108244,179.512,34.769,386.071,40.488,3.083,4.031,908,659,2.0111,9.098,11.29,1.241,120.217,8.001,16.798,3469,2561,0.9769,30.911,45.729,1.479
airplane_0201,airplane,train,30075,33106,61.651,11.885,194.007,26.406,2.643,2.71,620,437,1.3336,6.35,7.859,1.238,87.426,3.996,16.826,2211,1591,0.6069,18.852,28.775,1.526
airplane_0200,airplane,train,48282,53942,85.621,18.83,251.237,38.072,2.796,3.466,803,574,1.7517,8.037,9.902,1.232,97.757,8.16,17.437,2883,2080,0.7935,25.511,37.431,1.467
airplane_0205,airplane,train,25736,32435,48.202,13.216,192.078,29.403,2.583,2.983,663,456,1.3916,6.417,7.965,1.241,93.736,4.937,17.989,2486,1823,0.6954,20.082,31.51,1.569
airplane_0202,airplane,train,60204,72378,110.509,20.425,274.642,28.59,2.534,3.956,659,488,1.4893,6.94,8.646,1.246,105.349,7.235,16.708,2685,2026,0.7729,24.55,37.455,1.526
airplane_0206,airplane,train,8864,9144,29.698,5.372,201.406,35.451,3.015,2.545,850,593,1.8097,7.61,9.232,1.213,109.948,17.922,17.478,3068,2218,0.8461,20.956,32.241,1.539
airplane_0208,airplane,train,16036,16750,30.036,9.009,209.558,34.802,3.2,3.134,791,557,1.6998,7.909,9.879,1.249,125.008,7.503,19.112,3056,2265,0.864,27.353,40.491,1.48
airplane_0207,airplane,train,44564,54669,82.077,25.955,241.523,33.169,2.222,2.364,537,360,1.0986,5.564,6.66,1.197,92.449,5.65,15.175,2040,1503,0.5733,18.838,27.907,1.481
airplane_0203,airplane,train,115664,135614,177.339,41.669,392.093,50.446,3.217,3.245,696,489,1.4923,7.023,8.676,1.235,112.474,6.948,16.952,2582,1886,0.7195,23.266,34.081,1.465
airplane_0204,airplane,train,142294,140570,200.158,50.502,407.959,38.879,3.24,3.817,782,566,1.7273,7.909,9.796,1.239,109.373,5.807,16.668,2916,2134,0.8141,26.22,38.403,1.465
airplane_0209,airplane,train,59945,72015,122.819,24.999,298.873,40.02,3.088,2.912,814,578,1.7639,8.015,9.607,1.199,100.364,7.583,16.12,3028,2214,0.8446,25.919,36.932,1.425
airplane_0211,airplane,train,23002,30410,59.285,15.055,281.685,62.179,3.733,3.39,1028,781,2.3834,10.242,12.459,1.216,134.393,7.04,14.896,4169,3141,1.1982,36.753,51.735,1.408
airplane_0212,airplane,train,58249,62439,105.01,21.239,280.56,36.008,3.195,3.463,720,505,1.5411,7.238,9.025,1.247,108.812,6.296,16.122,2704,1984,0.7568,24.087,36.478,1.514
airplane_0213,airplane,train,70479,87992,114.444,30.152,307.917,37.942,2.792,2.481,808,579,1.767,8.028,9.688,1.207,116.856,5.73,17.532,3025,2217,0.8457,25.946,36.663,1.413
airplane_0210,airplane,train,129624,217438,273.021,46.91,433.322,31.477,2.258,2.671,559,400,1.2207,5.948,7.184,1.208,74.32,5.336,17.046,2204,1645,0.6275,19.712,28.729,1.457
airplane_0215,airplane,train,47502,56078,81.373,22.73,225.758,24.826,3.063,2.623,765,542,1.6541,7.649,9.443,1.235,89.111,4.655,14.452,2763,1998,0.7622,24.567,36.096,1.469
airplane_0218,airplane,train,11337,11422,29.309,5.942,189.069,32.765,2.653,3.025,875,632,1.9287,8.714,10.854,1.246,110.225,8.174,16.562,3296,2421,0.9235,29.611,43.517,1.47
airplane_0216,airplane,train,82593,79338,116.301,27.081,294.014,29.798,2.405,2.861,784,563,1.7181,7.913,9.698,1.226,112.568,5.861,14.596,3114,2330,0.8888,28.049,40.266,1.436
airplane_0219,airplane,train,71094,81664,117.25,21.222,268.531,29.124,2.199,2.588,750,530,1.6174,7.529,9.389,1.247,91.984,6.752,14.493,2829,2079,0.7931,25.9,38.519,1.487
airplane_0217,airplane,train,86136,89809,108.826,26.978,322.105,39.282,7.733,2.563,975,708,2.1606,9.355,11.539,1.233,129.346,9.941,17.271,4127,3152,1.2024,34.514,49.379,1.431
airplane_0224,airplane,train,26950,28612,44.079,14.266,159.508,28.468,2.746,2.693,442,291,0.8881,4.73,5.729,1.211,65.095,4.854,14.285,1557,1115,0.4253,14.372,22.84,1.589
airplane_0222,airplane,train,48610,55746,78.166,16.37,212.393,26.876,2.491,3.0,620,428,1.3062,6.342,7.726,1.218,84.697,3.793,15.571,2254,1634,0.6233,20.614,30.75,1.492
airplane_0226,airplane,train,16603,17098,32.505,6.806,148.382,27.502,2.23,3.372,600,430,1.3123,6.273,7.748,1.235,73.897,5.442,17.951,2030,1430,0.5455,17.856,28.197,1.579
airplane_0214,airplane,train,246386,338727,441.297,91.054,627.492,28.412,1.873,2.632,472,313,0.9552,4.92,5.956,1.211,59.896,4.96,16.141,1866,1394,0.5318,16.988,25.448,1.498
airplane_0221,airplane,train,106371,117620,160.229,38.053,354.16,39.473,2.999,3.984,899,653,1.9928,8.65,10.53,1.217,106.606,6.8,16.97,3534,2635,1.0052,30.094,43.218,1.436
airplane_0225,airplane,train,60399,64878,88.757,25.937,249.817,37.03,3.118,3.84,683,491,1.4984,6.954,8.49,1.221,88.873,6.102,14.464,2572,1889,0.7206,22.273,32.487,1.459
airplane_0220,airplane,train,190014,203812,297.099,59.729,454.896,21.416,1.976,2.809,420,288,0.8789,4.655,5.78,1.242,70.384,4.292,14.712,1585,1165,0.4444,15.056,23.967,1.592
airplane_0227,airplane,train,46724,53010,79.853,17.928,213.505,27.158,2.858,3.409,593,420,1.2817,6.157,7.47,1.213,79.587,6.121,14.587,2122,1529,0.5833,18.741,28.301,1.51
airplane_0230,airplane,train,59153,60159,86.342,21.205,234.013,31.859,2.622,2.784,770,552,1.6846,7.745,9.612,1.241,87.154,4.831,15.608,2834,2064,0.7874,23.863,36.553,1.532
airplane_0228,airplane,train,67761,72781,112.62,23.177,304.923,40.095,3.646,3.219,975,701,2.1393,9.458,11.604,1.227,117.042,8.342,17.363,3597,2622,1.0002,30.799,44.536,1.446
airplane_0229,airplane,train,57204,68726,93.903,27.083,264.964,38.138,2.721,3.225,791,561,1.712,7.908,9.699,1.226,96.862,6.257,18.366,2887,2096,0.7996,25.518,37.494,1.469
airplane_0231,airplane,train,46424,49296,80.917,18.715,187.646,21.128,2.138,2.497,633,445,1.358,6.532,7.957,1.218,58.854,5.894,16.167,2273,1640,0.6256,20.017,29.981,1.498
airplane_0233,airplane,train,26555,27160,45.388,11.587,164.369,19.302,1.941,2.853,507,355,1.0834,5.446,6.686,1.228,81.005,5.146,15.402,1888,1381,0.5268,17.392,27.38,1.574
airplane_0232,airplane,train,24494,28769,42.686,10.931,202.648,36.94,3.042,2.513,874,638,1.947,8.272,10.084,1.219,102.313,6.736,17.438,3380,2506,0.956,23.983,36.218,1.51
airplane_0234,airplane,train,58022,70401,88.67,26.456,247.272,37.893,3.147,2.87,735,528,1.6113,7.379,8.752,1.186,84.7,6.407,16.265,2703,1968,0.7507,23.118,33.109,1.432
airplane_0236,airplane,train,24277,27942,49.889,9.229,200.553,25.341,2.165,3.177,879,631,1.9257,8.613,10.446,1.213,105.974,7.955,16.204,3243,2364,0.9018,27.216,39.752,1.461
airplane_0235,airplane,train,68537,83787,125.3,30.724,296.199,34.46,2.439,2.72,754,540,1.6479,7.586,9.185,1.211,93.275,10.001,17.224,2987,2233,0.8518,26.421,37.949,1.436
airplane_0240,airplane,train,20988,24830,42.388,12.397,194.86,35.287,2.408,2.644,678,472,1.4404,6.872,8.369,1.218,96.461,5.919,15.583,2435,1757,0.6702,21.674,31.778,1.466
airplane_0237,airplane,train,44982,52866,74.323,17.5,209.682,23.255,1.993,2.575,749,526,1.6052,7.547,9.313,1.234,86.889,5.722,15.195,2741,1992,0.7599,24.672,35.699,1.447
airplane_0238,airplane,train,49334,59448,87.389,16.818,253.008,38.664,2.22,2.34,784,564,1.7212,7.896,9.598,1.215,100.803,7.114,15.886,3028,2244,0.856,26.586,38.377,1.444
airplane_0241,airplane,train,62910,75552,92.599,27.821,264.243,32.766,2.752,2.728,761,545,1.6632,7.577,9.191,1.213,103.635,4.67,17.908,2872,2111,0.8053,24.53,35.163,1.433
airplane_0244,airplane,train,25235,25682,40.225,15.365,187.848,29.566,3.225,2.694,586,407,1.2421,5.864,7.211,1.23,95.354,4.114,16.208,2252,1666,0.6355,17.919,27.457,1.532
airplane_0242,airplane,train,109612,125118,169.05,38.9,334.557,26.437,2.855,3.155,663,469,1.4313,6.813,8.408,1.234,93.262,4.053,16.086,2483,1820,0.6943,22.673,33.311,1.469
airplane_0239,airplane,train,127643,150186,227.184,45.988,409.775,33.212,2.786,3.641,741,532,1.6235,7.553,9.442,1.25,94.972,5.633,17.135,2723,1982,0.7561,24.608,36.493,1.483
airplane_0246,airplane,train,37585,41788,59.283,12.801,194.687,32.289,2.743,3.219,619,436,1.3306,6.372,7.938,1.246,80.092,7.48,16.879,2297,1678,0.6401,19.93,29.741,1.492
airplane_0247,airplane,train,17111,26459,44.099,13.437,212.783,38.58,2.9,2.439,698,500,1.5259,6.578,7.989,1.215,105.019,8.748,17.404,2663,1965,0.7496,20.706,31.578,1.525
airplane_0245,airplane,train,56361,56394,93.54,21.729,242.479,22.958,2.516,3.34,700,507,1.5472,6.865,8.532,1.243,93.377,8.36,18.896,2849,2149,0.8198,24.048,35.807,1.489
airplane_0249,airplane,train,14084,17853,30.156,7.442,198.118,32.571,2.296,2.665,761,532,1.6235,7.512,9.155,1.219,118.947,6.706,16.897,2703,1942,0.7408,23.897,34.9,1.46
airplane_0243,airplane,train,127686,149671,210.009,40.094,461.968,38.048,2.742,3.889,886,664,2.0264,8.991,10.914,1.214,161.877,9.198,17.421,3885,2999,1.144,33.88,48.665,1.436
airplane_0250,airplane,train,66582,69792,89.714,24.724,278.748,36.688,2.995,2.711,695,515,1.5717,7.251,8.954,1.235,117.319,7.308,17.983,2595,1900,0.7248,23.011,33.864,1.472
airplane_0251,airplane,train,35733,36176,73.823,16.899,257.571,39.404,3.048,3.675,840,601,1.8341,8.195,9.877,1.205,117.771,6.626,15.196,3120,2280,0.8698,25.44,37.298,1.466
airplane_0223,airplane,train,637145,558589,851.59,147.788,1171.911,41.869,3.471,3.089,832,615,1.8768,8.262,9.912,1.2,119.332,7.86,15.667,3481,2649,1.0105,29.987,42.79,1.427
airplane_0252,airplane,train,28014,28492,59.323,13.448,245.973,43.057,3.58,3.39,866,633,1.9318,8.538,10.402,1.218,119.417,7.147,16.801,3331,2465,0.9403,26.862,38.907,1.448
airplane_0255,airplane,train,20589,17764,39.652,10.342,217.17,45.154,2.731,3.046,745,530,1.6174,7.536,9.342,1.24,112.622,6.669,15.407,2871,2126,0.811,24.724,37.157,1.503
airplane_0253,airplane,train,53200,58719,93.331,26.138,256.587,34.547,2.603,2.449,634,451,1.3763,6.547,7.939,1.213,95.049,4.919,16.794,2343,1709,0.6519,20.703,30.339,1.465
airplane_0254,airplane,train,8976,7246,33.839,7.084,231.373,45.061,5.229,3.222,854,604,1.8433,8.282,9.952,1.202,131.678,8.482,17.917,3500,2646,1.0094,29.382,41.729,1.42
airplane_0257,airplane,train,24066,26536,40.681,11.733,202.102,37.999,2.66,2.774,693,499,1.5228,6.868,8.377,1.22,104.327,4.701,15.889,2525,1832,0.6989,20.356,31.413,1.543
airplane_0256,airplane,train,49111,59428,99.53,18.786,340.79,48.941,3.552,3.055,1051,768,2.3438,10.309,12.158,1.179,160.32,9.662,16.454,4431,3380,1.2894,38.63,53.166,1.376
airplane_0259,airplane,train,46523,51683,78.206,21.505,247.119,35.755,3.352,3.044,657,463,1.413,6.698,8.062,1.204,102.512,5.789,16.145,2317,1660,0.6332,20.186,30.188,1.496
airplane_0262,airplane,train,41437,46231,68.459,13.853,228.0,38.039,3.191,2.646,773,534,1.6296,7.385,8.845,1.198,99.185,5.273,15.593,2788,2015,0.7687,20.665,30.812,1.491
airplane_0261,airplane,train,30635,34040,58.088,13.134,237.512,37.14,3.355,3.405,862,614,1.8738,8.379,10.127,1.209,119.234,6.561,17.192,3238,2376,0.9064,27.091,38.797,1.432
