nombre,clase,split,n_vertices,n_caras,t_preproceso_ms,t_muestreo_ms,t_total_ms,t_arbol_32_ms,t_guardado_32_ms,t_guardado_denso_32_ms,nodos_totales_32,hojas_ocupadas_32,ocup_hoja_pct_32,tam_npz_disperso_kib_32,tam_npz_denso_kib_32,factor_reduccion_almacenamiento_32,t_arbol_64_ms,t_guardado_64_ms,t_guardado_denso_64_ms,nodos_totales_64,hojas_ocupadas_64,ocup_hoja_pct_64,tam_npz_disperso_kib_64,tam_npz_denso_kib_64,factor_reduccion_almacenamiento_64
desk_0099,desk,train,754,624,19.249,4.81,792.598,178.594,9.67,3.307,4595,3506,10.6995,5.392,5.683,1.054,551.196,29.08,17.27,15178,10583,4.0371,14.187,22.605,1.593
desk_0101,desk,train,4663,6888,27.131,4.865,725.937,152.164,9.112,5.104,4273,3389,10.3424,7.877,9.265,1.176,509.61,23.056,16.164,15141,10868,4.1458,19.666,31.048,1.579
desk_0106,desk,train,720,360,17.854,4.166,388.675,72.881,5.514,3.139,2056,1595,4.8676,4.432,5.321,1.201,277.898,10.362,15.794,8728,6672,2.5452,10.222,17.388,1.701
desk_0105,desk,train,19069,19002,55.157,8.613,600.355,104.624,4.848,3.064,3060,2377,7.254,8.718,10.204,1.17,403.086,24.028,17.544,12522,9462,3.6095,20.638,32.046,1.553
desk_0111,desk,train,1396,1266,14.596,3.693,156.463,32.463,2.03,2.18,745,533,1.6266,3.269,3.745,1.146,97.345,6.335,17.113,3023,2278,0.869,5.288,11.427,2.161
desk_0108,desk,train,4227,3576,22.123,4.795,446.304,83.829,5.659,3.426,2400,1842,5.6213,5.888,6.315,1.073,316.082,13.816,16.538,9476,7076,2.6993,13.375,19.207,1.436
desk_0113,desk,train,5600,5640,21.596,3.659,167.619,29.048,2.922,2.764,810,648,1.9775,2.896,3.436,1.187,105.487,4.907,15.131,3449,2639,1.0067,4.891,11.084,2.266
desk_0107,desk,train,629,373,14.91,3.544,572.604,115.789,6.553,3.268,3365,2664,8.1299,5.198,5.989,1.152,404.944,26.864,16.599,11864,8499,3.2421,12.155,21.286,1.751
desk_0112,desk,train,512,328,15.587,4.599,500.451,75.969,4.153,2.721,2811,2190,6.6833,4.124,4.807,1.166,380.244,19.899,15.98,13191,10380,3.9597,13.887,22.051,1.588
desk_0114,desk,train,314,252,11.872,4.204,403.981,82.955,3.244,2.495,1821,1335,4.0741,3.437,3.971,1.155,285.814,15.892,15.252,9212,7391,2.8194,9.379,16.149,1.722
desk_0119,desk,train,1730,1040,12.44,5.852,194.347,39.779,2.08,2.232,1051,822,2.5085,3.797,4.522,1.191,127.162,7.034,15.971,5068,4017,1.5324,7.823,15.754,2.014
desk_0117,desk,train,1398,1224,17.711,5.387,320.394,56.108,3.413,2.386,2206,1664,5.0781,4.18,5.025,1.202,227.915,9.861,15.679,8247,6041,2.3045,8.965,16.414,1.831
curtain_0130,curtain,train,2501688,4548836,5326.215,1104.582,6692.362,63.994,3.68,2.819,2104,1523,4.6478,18.539,20.199,1.09,185.884,8.006,16.582,5818,3714,1.4168,41.518,53.009,1.277
desk_0109,desk,train,33289,39276,71.881,14.813,816.314,158.368,9.756,4.027,4705,3698,11.2854,14.409,17.446,1.211,525.4,36.096,18.086,17123,12418,4.7371,30.756,47.147,1.533
desk_0116,desk,train,3118,3029,21.229,4.793,447.552,88.42,3.623,2.805,2485,1895,5.7831,5.049,6.08,1.204,315.326,14.161,16.19,10410,7925,3.0231,12.618,22.308,1.768
desk_0115,desk,train,434,270,17.288,5.288,530.511,110.165,5.967,3.195,3615,2836,8.6548,5.215,6.677,1.28,373.16,18.643,16.263,14420,10805,4.1218,15.508,28.337,1.827
desk_0110,desk,train,35003,36052,52.952,8.728,669.326,130.565,10.543,3.757,4277,3247,9.9091,8.445,9.295,1.101,444.752,21.787,16.839,15557,11280,4.303,21.839,33.54,1.536
desk_0118,desk,train,824,538,16.144,2.672,438.032,67.349,4.934,3.035,2640,2010,6.134,4.534,5.578,1.23,328.758,18.175,14.609,9555,6915,2.6379,9.497,19.98,2.104
desk_0121,desk,train,2946,2702,15.285,3.375,339.929,57.723,3.618,2.948,2267,1710,5.2185,7.922,10.009,1.263,248.244,11.684,16.333,10181,7914,3.019,14.381,26.783,1.862
desk_0125,desk,train,8690,12164,26.955,5.463,265.049,40.039,3.762,2.83,1171,873,2.6642,4.469,5.116,1.145,176.723,12.108,15.799,6201,5030,1.9188,9.242,16.105,1.743
desk_0120,desk,train,1900,1256,18.104,3.253,505.182,92.769,4.04,2.586,2903,2162,6.5979,7.183,8.605,1.198,373.833,13.183,17.372,10923,8020,3.0594,15.361,26.457,1.722
desk_0122,desk,train,504,372,11.217,3.475,499.299,95.745,6.75,2.743,3342,2615,7.9803,4.95,5.817,1.175,363.919,18.193,15.194,12158,8816,3.363,13.03,20.021,1.537
desk_0123,desk,train,1180,848,10.916,3.485,478.641,80.997,5.735,2.658,2747,2154,6.5735,5.929,7.244,1.222,362.616,14.892,15.244,12346,9599,3.6617,13.87,23.166,1.67
desk_0124,desk,train,4938,4544,18.446,5.148,454.412,75.495,4.364,3.129,2892,2325,7.0953,5.435,6.591,1.213,329.005,21.954,15.827,11496,8604,3.2822,13.787,21.77,1.579
desk_0128,desk,train,3762,3800,16.189,6.031,410.117,72.378,3.628,3.256,2275,1725,5.2643,5.92,7.853,1.326,299.963,11.928,17.154,9700,7425,2.8324,13.843,25.896,1.871
desk_0127,desk,train,2347,1450,14.809,3.198,470.508,84.716,5.684,3.371,3238,2561,7.8156,8.873,10.714,1.207,346.235,15.866,17.265,12030,8792,3.3539,19.167,34.706,1.811
desk_0130,desk,train,1811,1429,14.644,3.691,303.362,60.572,4.545,2.961,1566,1169,3.5675,5.875,7.177,1.222,212.451,7.459,13.516,7032,5466,2.0851,11.031,19.397,1.758
desk_0132,desk,train,518,391,14.773,3.058,251.088,49.454,3.005,2.69,1687,1272,3.8818,4.045,4.702,1.162,172.413,8.385,13.938,7277,5590,2.1324,8.627,15.027,1.742
desk_0131,desk,train,548,395,17.915,4.56,367.845,82.871,5.322,2.675,2179,1661,5.069,4.552,5.4,1.186,247.415,9.762,15.883,8763,6584,2.5116,10.147,16.935,1.669
desk_0129,desk,train,31429,30625,61.884,7.253,651.073,125.755,8.537,3.228,3799,2822,8.6121,7.551,7.958,1.054,422.016,25.628,16.974,13165,9366,3.5728,17.747,25.819,1.455
desk_0138,desk,train,2212,1716,12.253,3.334,229.37,34.539,2.733,2.553,1025,777,2.3712,6.346,7.615,1.2,169.934,6.576,17.375,5084,4059,1.5484,14.489,24.487,1.69
desk_0126,desk,train,38893,42880,68.09,9.733,779.193,139.774,10.394,4.435,5233,4086,12.4695,12.028,14.209,1.181,515.99,35.212,20.703,16565,11332,4.3228,26.868,44.233,1.646
desk_0137,desk,train,2414,2272,13.064,5.08,321.17,63.298,2.851,2.313,1596,1171,3.5736,4.538,5.279,1.163,224.034,12.843,15.772,8933,7337,2.7988,9.856,18.091,1.835
desk_0139,desk,train,442,342,13.596,3.84,215.807,46.264,3.318,2.665,1025,760,2.3193,3.233,3.449,1.067,140.556,8.233,15.429,5100,4075,1.5545,5.08,11.145,2.194
desk_0135,desk,train,25347,24877,38.457,7.095,451.017,79.036,3.794,2.875,2621,2015,6.1493,11.625,13.7,1.179,302.194,20.441,16.216,10133,7512,2.8656,24.359,39.436,1.619
desk_0136,desk,train,6559,9126,67.069,5.852,441.892,84.031,4.093,3.286,2403,1867,5.6976,7.676,9.071,1.182,264.349,16.498,15.385,9215,6812,2.5986,15.25,26.784,1.756
desk_0134,desk,train,34174,39252,64.53,11.821,676.001,142.128,8.492,3.678,3998,3161,9.6466,9.34,12.496,1.338,432.281,16.748,17.044,14606,10608,4.0466,21.347,34.695,1.625
desk_0140,desk,train,5266,4788,22.252,5.64,495.706,86.068,4.237,3.091,3019,2276,6.9458,7.841,8.81,1.124,359.103,18.406,15.856,10869,7850,2.9945,16.199,25.819,1.594
desk_0143,desk,train,3967,3902,13.724,3.893,357.918,63.865,5.212,2.407,2026,1477,4.5074,7.856,8.497,1.082,256.266,14.958,14.322,7778,5752,2.1942,16.354,26.082,1.595
desk_0144,desk,train,3216,3256,14.248,3.46,322.017,69.188,4.59,2.891,1909,1526,4.657,4.809,5.967,1.241,219.557,10.974,15.398,8504,6595,2.5158,10.909,18.787,1.722
desk_0142,desk,train,835,609,9.981,4.113,376.019,88.826,4.121,3.165,2253,1642,5.011,6.156,7.146,1.161,250.105,18.874,17.194,9346,7093,2.7058,13.465,23.749,1.764
desk_0146,desk,train,394,306,11.006,3.213,295.45,48.292,2.838,3.366,1604,1190,3.6316,4.534,5.611,1.238,217.763,12.338,16.099,8369,6765,2.5806,8.852,17.0,1.921
desk_0141,desk,train,4539,4194,21.386,6.66,504.333,93.122,5.682,3.324,2694,2076,6.3354,8.908,9.877,1.109,360.565,16.918,14.633,10747,8053,3.072,19.655,32.132,1.635
desk_0133,desk,train,48913,64546,76.372,20.039,849.994,144.076,10.027,4.288,4975,3823,11.6669,22.309,25.502,1.143,574.134,25.347,20.54,17427,12452,4.7501,43.783,68.354,1.561
desk_0147,desk,train,3788,2935,15.678,5.26,417.866,82.628,5.607,3.087,2065,1550,4.7302,6.396,7.457,1.166,289.901,18.792,16.204,9805,7740,2.9526,14.025,21.739,1.55
desk_0145,desk,train,22347,16432,37.408,7.211,476.057,93.238,5.93,2.897,2802,2119,6.4667,14.213,16.314,1.148,310.315,21.954,17.024,11124,8322,3.1746,33.69,48.93,1.452
desk_0151,desk,train,250,162,12.051,3.063,271.08,49.394,3.588,2.75,1641,1270,3.8757,4.826,5.698,1.181,192.567,10.417,17.628,6586,4945,1.8864,6.905,15.034,2.177
desk_0152,desk,train,4196,6706,20.006,4.339,296.637,55.223,3.03,2.248,1839,1435,4.3793,4.938,5.521,1.118,204.867,9.172,14.934,7439,5600,2.1362,8.491,15.559,1.832
desk_0150,desk,train,263,156,13.665,3.422,377.993,71.891,3.498,2.381,2434,1995,6.0883,3.779,4.465,1.181,272.721,12.796,13.613,9861,7427,2.8332,9.677,16.507,1.706
desk_0157,desk,train,440,288,14.935,3.811,198.777,35.43,2.227,2.29,1068,821,2.5055,3.007,3.675,1.222,134.819,7.555,16.604,4611,3543,1.3515,5.609,13.036,2.324
desk_0156,desk,train,4470,5232,20.027,4.093,249.379,38.284,2.866,2.757,1148,874,2.6672,4.187,4.648,1.11,177.405,6.704,14.296,5362,4214,1.6075,6.972,13.288,1.906
desk_0149,desk,train,593,371,10.688,4.42,437.571,65.031,4.229,2.753,2593,1954,5.9631,4.8,5.332,1.111,338.694,14.509,15.079,11646,9053,3.4534,13.005,20.677,1.59
desk_0155,desk,train,3944,3706,17.075,4.094,372.869,67.014,3.95,2.588,2438,1809,5.5206,6.868,7.597,1.106,269.218,11.519,14.022,9817,7379,2.8149,15.809,24.203,1.531
desk_0153,desk,train,83896,74863,97.51,17.12,464.273,75.143,3.7,2.739,2594,1925,5.8746,9.765,10.717,1.098,255.314,15.487,18.026,9378,6784,2.5879,23.761,33.864,1.425
desk_0148,desk,train,10490,11918,40.36,7.133,577.229,113.339,6.885,3.313,3340,2652,8.0933,5.138,6.127,1.193,391.588,17.924,14.522,13378,10038,3.8292,14.895,23.568,1.582
desk_0154,desk,train,850,653,12.5,3.813,494.893,102.737,7.328,2.487,3222,2384,7.2754,6.024,6.901,1.146,341.367,27.148,15.823,11936,8714,3.3241,13.827,21.477,1.553
desk_0162,desk,train,9702,9164,29.483,4.871,272.173,58.016,4.121,2.882,1527,1188,3.6255,6.19,7.202,1.163,167.907,7.775,13.377,6563,5036,1.9211,14.399,23.507,1.632
desk_0158,desk,train,4952,6058,16.798,4.285,438.286,80.718,7.137,3.198,3316,2523,7.6996,9.372,10.306,1.1,314.024,15.324,14.845,11922,8606,3.2829,21.957,32.663,1.488
desk_0165,desk,train,566,754,12.775,4.262,246.874,44.3,2.648,2.491,1305,995,3.0365,3.789,4.143,1.093,171.812,11.077,14.142,5913,4608,1.7578,6.091,11.905,1.955
desk_0164,desk,train,1743,1329,11.744,3.909,275.189,65.237,3.305,2.344,1932,1517,4.6295,5.479,6.387,1.166,181.98,9.014,14.351,8022,6090,2.3232,10.442,19.219,1.84
desk_0160,desk,train,152,94,11.733,4.525,402.129,66.768,4.014,3.107,2446,1893,5.777,4.048,4.452,1.1,295.099,19.989,15.793,10461,8015,3.0575,9.163,15.997,1.746
desk_0159,desk,train,52577,59733,84.495,11.876,487.0,75.611,3.73,2.355,2532,1907,5.8197,6.65,7.384,1.11,297.132,14.156,15.255,10302,7770,2.964,15.592,24.503,1.572
desk_0166,desk,train,16534,23360,35.572,6.408,297.332,57.388,3.001,2.739,1304,985,3.006,5.831,6.938,1.19,183.414,11.549,14.837,6142,4838,1.8456,12.704,21.24,1.672
desk_0168,desk,train,878,564,16.623,4.34,215.967,44.659,3.188,2.603,1099,802,2.4475,3.405,4.009,1.177,138.117,9.04,15.597,4476,3377,1.2882,6.018,12.867,2.138
desk_0163,desk,train,1402,998,10.765,4.175,540.178,118.86,8.154,2.636,4115,3133,9.5612,7.192,8.542,1.188,380.63,17.594,14.508,13982,9867,3.764,14.495,25.884,1.786
desk_0170,desk,train,28915,48120,65.275,13.83,243.588,25.87,2.114,2.236,785,603,1.8402,5.114,5.801,1.134,131.186,5.314,14.966,3666,2881,1.099,11.721,18.747,1.599
desk_0161,desk,train,43678,38880,58.009,8.486,640.564,114.056,6.754,2.497,3693,2832,8.6426,7.703,8.526,1.107,431.148,22.111,15.245,13668,9975,3.8052,19.122,28.853,1.509
desk_0171,desk,train,3044,2650,13.35,4.118,313.834,70.439,4.068,2.495,1772,1434,4.3762,5.093,6.323,1.242,211.145,10.715,15.167,7479,5707,2.177,11.538,19.624,1.701
desk_0173,desk,train,513,263,15.826,3.609,301.736,46.196,4.025,2.482,1809,1389,4.2389,4.23,4.683,1.107,221.156,10.925,15.291,7457,5648,2.1545,7.662,14.058,1.835
desk_0167,desk,train,696,478,12.678,3.302,571.867,125.957,7.544,2.529,3788,3033,9.256,6.018,7.125,1.184,397.403,24.983,15.449,13865,10077,3.8441,15.919,24.524,1.541
desk_0169,desk,train,5096,3154,19.243,5.058,415.189,58.292,3.483,2.462,2296,1705,5.2032,5.328,6.271,1.177,318.369,10.745,17.177,9548,7252,2.7664,11.512,19.604,1.703
desk_0175,desk,train,3785,2866,20.116,5.909,255.199,50.79,3.178,2.547,1658,1271,3.8788,10.351,11.634,1.124,164.021,11.185,13.821,6807,5149,1.9642,23.313,34.112,1.463
desk_0176,desk,train,757,568,11.88,3.072,207.055,39.622,2.866,2.497,1377,1082,3.302,4.865,5.822,1.197,138.743,10.872,16.643,5989,4612,1.7593,8.723,16.619,1.905
desk_0177,desk,train,189,128,11.109,4.442,223.874,57.931,3.4,2.486,1346,1022,3.1189,3.917,4.385,1.119,140.656,6.336,14.573,5556,4210,1.606,5.366,12.003,2.237
desk_0172,desk,train,1682,1394,10.376,3.841,456.167,91.005,5.984,3.007,2778,2169,6.6193,5.082,6.174,1.215,329.216,15.745,14.244,10440,7662,2.9228,11.985,19.816,1.653
desk_0174,desk,train,590,344,12.395,4.838,448.714,89.436,6.43,3.092,2813,2101,6.4117,5.033,5.958,1.184,316.416,19.199,15.099,11672,8859,3.3794,12.363,20.897,1.69
desk_0179,desk,train,5064,4972,22.92,5.982,207.326,35.955,2.452,2.898,1232,891,2.7191,4.727,5.347,1.131,131.258,8.759,13.329,4646,3414,1.3023,9.336,16.934,1.814
desk_0178,desk,train,1438,1174,13.941,3.617,362.108,67.443,3.341,2.456,2155,1654,5.0476,5.914,7.121,1.204,257.693,16.074,17.018,7998,5843,2.2289,11.595,21.106,1.82
desk_0180,desk,train,4739,3711,22.138,4.131,298.366,50.672,3.166,3.183,1749,1340,4.0894,6.455,7.85,1.216,206.063,12.196,17.177,6894,5145,1.9627,12.551,21.854,1.741
desk_0184,desk,train,8576,7557,26.596,6.043,264.976,45.924,4.152,2.335,1488,1141,3.4821,6.239,6.614,1.06,173.506,8.755,13.531,6539,5051,1.9268,13.476,20.285,1.505
desk_0181,desk,train,717,551,13.346,2.794,318.334,59.326,4.262,2.348,1948,1510,4.6082,6.892,7.906,1.147,228.715,9.891,14.985,7816,5868,2.2385,11.559,19.762,1.71
desk_0189,desk,train,190,76,16.52,3.646,189.905,35.74,2.295,2.241,1224,905,2.7618,3.211,3.409,1.062,125.744,5.96,12.769,5132,3908,1.4908,5.396,11.025,2.043
desk_0183,desk,train,1858,1586,12.174,3.497,486.717,98.072,6.035,3.274,2830,2124,6.4819,5.814,6.215,1.069,353.437,13.502,16.702,10856,8026,3.0617,11.137,19.27,1.73
desk_0188,desk,train,8000,13436,21.6,6.438,392.036,64.867,3.392,2.822,2338,1881,5.7404,7.703,8.621,1.119,284.018,11.721,16.089,9806,7468,2.8488,17.1,26.339,1.54
desk_0190,desk,train,895,732,10.62,3.42,269.491,54.381,3.691,3.105,1571,1238,3.7781,4.214,4.756,1.129,187.559,9.82,15.508,6855,5284,2.0157,7.092,13.16,1.856
desk_0186,desk,train,408,272,11.204,3.038,483.137,103.02,7.046,2.526,3369,2675,8.1635,5.201,6.201,1.192,343.0,15.829,15.903,12641,9272,3.537,13.868,21.443,1.546
desk_0187,desk,train,4270,3892,26.129,3.526,466.468,82.883,4.409,2.758,3023,2306,7.0374,6.521,7.231,1.109,332.341,17.18,16.157,11623,8600,3.2806,16.23,25.858,1.593
desk_0182,desk,train,3168,2836,24.466,5.443,633.917,143.731,5.542,4.334,4481,3548,10.8276,6.783,7.788,1.148,436.352,18.383,15.473,14826,10345,3.9463,17.715,27.102,1.53
desk_0185,desk,train,14909,9811,32.356,7.856,578.15,95.926,5.189,2.623,3973,3198,9.7595,6.183,7.392,1.196,416.417,20.406,15.315,14170,10197,3.8898,16.151,25.989,1.609
desk_0191,desk,train,614,466,12.395,2.925,380.915,78.14,5.009,2.659,2159,1649,5.0323,4.585,5.485,1.196,265.582,16.864,14.1,9800,7641,2.9148,9.742,17.611,1.808
desk_0195,desk,train,14087,8656,26.124,6.786,208.726,31.498,2.215,2.804,860,629,1.9196,4.976,6.257,1.258,134.757,7.345,15.583,3198,2338,0.8919,10.745,19.695,1.833
desk_0192,desk,train,2216,1044,13.077,3.623,450.716,82.09,4.416,2.837,2763,2160,6.5918,6.731,7.963,1.183,334.493,13.017,14.454,11632,8869,3.3833,15.386,24.635,1.601
desk_0193,desk,train,2596,2437,19.559,4.535,461.954,74.088,4.317,3.006,2912,2207,6.7352,9.941,11.571,1.164,344.228,15.227,14.88,11926,9014,3.4386,21.548,38.828,1.802
desk_0198,desk,train,2628,2438,17.498,3.263,323.716,64.072,4.794,2.903,2105,1669,5.0934,4.261,5.005,1.175,220.496,13.592,14.43,10013,7908,3.0167,10.216,17.783,1.741
desk_0196,desk,train,33382,54312,74.343,14.95,399.329,70.711,3.077,2.605,1955,1558,4.7546,9.817,11.196,1.14,225.756,10.493,15.809,7958,6003,2.29,26.26,37.373,1.423
door_0001,door,train,216,172,12.367,2.496,292.072,49.266,4.182,2.256,1717,1346,4.1077,3.839,4.023,1.048,212.868,10.893,13.173,6560,4843,1.8475,5.602,9.4,1.678
desk_0194,desk,train,3624,1484,16.019,4.496,481.5,97.362,4.111,2.876,2859,2289,6.9855,8.596,9.922,1.154,343.661,15.851,16.378,11895,9036,3.447,17.814,29.068,1.632
desk_0197,desk,train,2914,3058,15.13,5.192,442.972,86.756,5.9,2.479,2438,1934,5.9021,8.688,9.426,1.085,312.09,17.904,15.906,9955,7517,2.8675,17.875,27.0,1.51
desk_0200,desk,train,1644,2052,14.283,4.564,370.459,76.199,5.113,3.051,1892,1439,4.3915,5.2,6.084,1.17,257.883,12.417,16.691,8064,6172,2.3544,9.945,16.912,1.701
door_0002,door,train,80412,80882,127.727,23.732,315.497,42.451,3.12,2.221,1051,770,2.3499,6.994,7.383,1.056,113.417,5.05,14.136,3956,2905,1.1082,13.224,18.61,1.407
door_0003,door,train,3762,2870,19.183,5.647,310.078,60.26,4.753,2.69,1604,1195,3.6469,5.955,7.138,1.199,206.886,13.349,13.164,6153,4549,1.7353,10.649,16.553,1.554
desk_0199,desk,train,2221,2466,14.656,4.71,495.976,93.891,5.995,2.95,2863,2165,6.6071,5.82,6.826,1.173,360.592,16.132,14.921,13333,10470,3.994,15.182,25.372,1.671
door_0005,door,train,1064,956,21.265,2.829,252.065,49.911,2.855,2.463,1393,992,3.0273,3.988,4.119,1.033,153.161,22.044,15.763,5194,3801,1.45,5.273,9.394,1.781
door_0008,door,train,1764,2900,11.637,3.184,253.648,43.099,3.25,2.98,1152,815,2.4872,2.739,2.551,0.931,187.006,5.472,13.49,4392,3240,1.236,5.156,8.519,1.652
door_0007,door,train,3344,5678,16.01,3.657,274.329,47.822,4.074,2.475,1328,973,2.9694,4.17,4.933,1.183,196.171,6.595,13.27,5454,4126,1.5739,8.155,13.427,1.646
door_0006,door,train,807,689,15.385,3.449,342.383,66.035,3.085,2.976,1694,1293,3.9459,5.074,5.393,1.063,241.023,13.407,15.55,7217,5523,2.1069,9.044,13.203,1.46
door_0011,door,train,1297,1154,11.957,4.851,234.637,31.405,3.197,2.289,1149,830,2.533,3.364,3.422,1.017,176.229,6.998,15.058,4819,3670,1.4,6.006,9.198,1.532
door_0010,door,train,389,299,11.096,3.224,276.615,40.927,2.891,3.796,1633,1184,3.6133,3.902,3.662,0.938,209.308,9.169,15.19,6499,4866,1.8562,6.593,9.312,1.412
door_0004,door,train,998,930,12.669,2.911,390.612,86.328,5.559,2.771,2400,1808,5.5176,5.087,5.771,1.135,272.22,10.924,16.132,8847,6447,2.4593,11.223,16.603,1.479
door_0012,door,train,829,996,13.974,3.387,233.298,39.327,4.511,2.99,1306,961,2.9327,5.2,5.809,1.117,163.88,8.219,14.111,4852,3546,1.3527,8.064,13.55,1.68
door_0013,door,train,3956,4786,20.633,5.103,260.893,55.523,2.857,2.35,1565,1164,3.5522,5.109,5.623,1.101,164.788,11.989,12.949,5764,4199,1.6018,9.773,14.518,1.485
door_0009,door,train,2184,2002,15.651,4.469,390.872,80.514,5.4,2.216,2028,1515,4.6234,3.505,3.651,1.042,270.028,14.81,14.857,7779,5751,2.1938,8.312,11.419,1.374
door_0015,door,train,800,668,11.345,4.937,167.668,37.759,2.543,2.327,1075,744,2.2705,3.958,4.743,1.198,103.187,7.897,13.809,3864,2789,1.0639,6.175,11.675,1.891
door_0018,door,train,9701,12190,35.576,5.625,119.98,15.685,2.08,2.805,485,348,1.062,3.339,3.757,1.125,57.799,3.215,12.998,2185,1700,0.6485,6.347,11.832,1.864
door_0017,door,train,1370,1860,13.81,4.764,173.786,25.091,1.968,2.317,763,570,1.7395,2.914,2.891,0.992,122.426,5.727,14.469,4478,3715,1.4172,5.155,9.152,1.775
door_0014,door,train,5040,7766,24.792,5.253,296.562,42.593,2.511,3.372,1383,1056,3.2227,6.234,6.49,1.041,213.049,8.363,13.735,6415,5032,1.9196,11.023,15.722,1.426
door_0020,door,train,766,693,13.517,3.57,195.981,42.301,3.128,2.046,962,689,2.1027,3.353,3.436,1.025,126.76,6.705,13.233,3685,2723,1.0387,5.038,8.382,1.664
door_0019,door,train,384,248,11.52,3.543,206.537,40.909,2.824,2.906,1251,922,2.8137,3.293,3.684,1.119,141.612,6.129,13.327,5013,3762,1.4351,6.115,10.778,1.763
door_0021,door,train,224,200,8.12,2.723,300.834,62.496,3.554,2.143,1755,1296,3.9551,2.967,3.025,1.02,209.897,14.044,13.707,6959,5204,1.9852,6.31,10.027,1.589
door_0026,door,train,3770,3496,16.563,4.096,148.353,23.91,2.461,2.439,817,610,1.8616,6.225,6.466,1.039,95.535,5.787,13.196,3544,2727,1.0403,13.594,18.49,1.36
door_0028,door,train,6016,3790,20.82,4.173,126.454,19.431,2.035,3.193,688,503,1.535,5.529,5.843,1.057,74.48,5.515,13.923,2360,1672,0.6378,9.806,16.465,1.679
door_0023,door,train,4607,5091,18.678,4.606,251.547,42.679,3.673,2.908,1182,847,2.5848,7.828,8.43,1.077,175.282,6.629,14.842,5049,3867,1.4751,20.732,28.438,1.372
door_0022,door,train,1902,2192,13.948,3.158,282.473,62.221,3.302,2.588,1673,1272,3.8818,6.048,6.429,1.063,190.435,9.409,13.113,6543,4870,1.8578,10.443,14.8,1.417
door_0024,door,train,388,304,11.606,2.736,255.51,40.466,2.691,2.777,1200,867,2.6459,6.302,6.884,1.092,186.676,11.334,15.971,5911,4711,1.7971,14.082,21.729,1.543
door_0025,door,train,5165,5269,15.307,4.091,319.595,64.386,4.682,2.315,1710,1255,3.83,8.67,9.506,1.096,221.83,9.3,14.404,7215,5505,2.1,18.271,25.866,1.416
door_0016,door,train,69283,65447,92.563,15.041,530.192,87.295,6.175,3.124,2462,1964,5.9937,6.761,8.271,1.223,313.351,15.766,14.065,10682,8220,3.1357,16.401,28.282,1.724
door_0027,door,train,1262,1220,15.392,3.954,306.471,57.231,5.208,3.714,1550,1137,3.4698,5.334,6.152,1.153,212.935,11.751,15.839,7800,6250,2.3842,11.164,18.514,1.658
door_0029,door,train,2236,1374,23.159,5.2,287.851,60.45,2.545,2.379,1427,1065,3.2501,6.548,7.447,1.137,190.041,6.456,14.423,5567,4140,1.5793,11.686,17.934,1.535
door_0031,door,train,3624,2898,19.76,4.528,213.633,36.366,2.371,2.675,1145,878,2.6794,7.522,7.736,1.028,144.012,6.596,13.488,4743,3598,1.3725,18.759,24.698,1.317
door_0035,door,train,4634,2998,28.058,3.316,168.095,35.515,2.138,2.128,816,581,1.7731,5.914,6.364,1.076,94.241,4.827,13.929,3185,2369,0.9037,10.854,17.333,1.597
door_0034,door,train,1550,1337,10.259,3.17,198.158,53.732,2.878,2.823,1025,744,2.2705,5.407,5.651,1.045,121.858,6.261,14.124,3946,2921,1.1143,9.862,14.639,1.484
door_0033,door,train,2012,2760,15.406,3.747,211.97,45.35,2.535,2.78,1067,746,2.2766,4.108,4.566,1.111,139.461,5.471,15.074,3867,2800,1.0681,6.637,11.723,1.766
door_0030,door,train,1856,1113,15.847,4.489,256.707,59.381,2.714,2.797,1490,1121,3.421,7.369,8.27,1.122,163.878,10.398,15.238,5872,4382,1.6716,11.268,18.25,1.62
door_0036,door,train,282,205,13.503,4.261,243.737,43.369,2.455,2.37,1288,959,2.9266,4.09,4.467,1.092,173.966,6.184,14.946,5504,4216,1.6083,5.989,9.976,1.666
door_0032,door,train,8676,4780,27.59,4.632,352.556,70.206,3.326,3.597,1835,1412,4.3091,9.292,10.174,1.095,236.387,10.415,16.172,8086,6251,2.3846,20.084,30.206,1.504
door_0043,door,train,24,16,10.504,3.939,140.456,35.066,1.927,2.113,697,520,1.5869,3.201,3.263,1.019,84.198,4.823,14.149,3218,2521,0.9617,6.652,10.558,1.587
door_0037,door,train,216,118,10.106,3.199,247.188,42.465,3.139,2.756,1573,1178,3.595,5.132,5.505,1.073,177.345,10.935,14.993,6937,5364,2.0462,8.717,12.892,1.479
door_0041,door,train,600,768,15.332,3.233,175.672,33.494,3.038,2.672,814,573,1.7487,4.328,4.941,1.142,113.723,6.852,15.821,3331,2517,0.9602,7.059,12.956,1.836
door_0039,door,train,1074,1785,17.194,3.314,242.27,44.606,2.915,2.545,1259,928,2.832,5.904,6.302,1.067,167.278,6.963,13.871,5437,4178,1.5938,10.443,15.489,1.483
door_0042,door,train,678,350,11.298,3.839,197.696,31.516,3.434,2.658,985,704,2.1484,4.557,4.581,1.005,142.1,5.509,14.033,4618,3633,1.3859,7.769,11.839,1.524
door_0044,door,train,1152,523,11.546,2.972,194.96,31.743,3.013,2.523,775,568,1.7334,3.188,3.486,1.094,140.504,5.183,13.907,4790,4015,1.5316,5.479,11.11,2.028
